Type,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year
Rose,Romance Rosé 2019,France,Côtes de Provence,Château de Berne,4,142,9.26,2019
Rose,Cinsault 2018,France,Pays d'Oc,Les Jamelles,3.9,142,8.49,2018
Rose,Lumera 2019,Italy,Terre Siciliane,Donnafugata,3.8,143,8.15,2019
Rose,Bandol Rosé 2015,France,Bandol,Domaine de la Tour du Bon,3.8,143,16.47,2015
Rose,Chardonnay - Pinot Noir 2018,South Africa,Western Cape,Leopard’s Leap,3.6,143,7.77,2018
Rose,Il Chiaretto Valtènesi 2018,Italy,Valtenesi,Pasini San Giovanni,3.8,145,10.9,2018
Rose,Bandol Rosé 2017,France,Bandol,La Bastide Blanche,3.8,146,89.5,2017
Rose,Sancerre Rosé 2018,France,Sancerre,Pascal Jolivet,4,147,18.72,2018
Rose,12 e Mezzo del Salento Rosato 2018,Italy,Puglia,Varvaglione,3.8,148,7.4,2018
Rose,Bandol Rosé 2018,France,Bandol,Château de Pibarnon,4,149,22.79,2018
Rose,Garnacha Rosé 2017,Spain,Navarra,The Tapas Wine Collection,3.4,154,7.32,2017
Rose,Côtes de Gascogne Rosé 2019,France,Côtes de Gascogne,Horgelus,4.1,156,4.94,2019
Rose,Côtes de Provence Rosé 2019,France,Côtes de Provence,Château La Tour de l'Évêque,3.8,159,11.9,2019
Rose,Garnacha Rosado 2018,Spain,Navarra,Homenaje,3.1,159,5.23,2018
Rose,Tenuta Guado al Tasso Scalabrone Bolgheri Rosato 2019,Italy,Bolgheri,Antinori,3.8,160,14.89,2019
Rose,Tavel Rosé 2017,France,Tavel,Famille Perrin,3.4,162,13.9,2017
Rose,Aleatico Toscana Rosato 2018,Italy,Toscana,Fattoria Aldobrandesca,4,164,39.5,2018
Rose,Clarette Rosé Trocken 2019,Germany,Pfalz,Knipser,4.1,164,11.65,2019
Rose,Lumière de Provence Rosé 2019,France,Provence,Estandon,4.1,166,9.85,2019
Rose,Vetere Paestum Rosato 2019,Italy,Paestum,San Salvatore,4.1,166,19.37,2019
Rose,Rosé 2019,France,Côtes de Provence,Ultimate Provence,4,167,16.79,2019
Rose,Rosé 2019,France,Pays d'Oc,L'Ostal Cazes,3.7,168,7.49,2019
Rose,Coteaux Varois en Provence 2017,France,Coteaux Varois en Provence,Domaine de Cala,4.1,169,12.7,2017
Rose,MiP Classic Côtes de Provence Rosé 2019,France,Côtes de Provence,Domaine des Diables,4.1,171,13.9,2019
Rose,Côtes de Provence Spéciale Rosé 2018,France,Côtes de Provence,Château Montaud,3.6,178,7.5,2018
Rose,Solerose Rosato 2018,Italy,Langhe,Fontanafredda,3.9,179,10.93,2018
Rose,Freeda Rosé Trevenezie 2017,Italy,delle Venezie,Cecilia Beretta,3.9,180,11.59,2017
Rose,Rosé 2019,France,Languedoc-Roussillon,Claude Val,3.8,180,4.95,2019
Rose,Vulcânico Rosé 2018,Portugal,Açores,Azores Wine Company,3.8,184,13.45,2018
Rose,Zinfandel Rosé 2018,United States,California,Beringer,3.3,188,7.8,2018
Rose,Scaia Rosato 2019,Italy,Veneto,Tenuta Sant'Antonio,4,188,7.95,2019
Rose,Sancerre Rosé 2019,France,Sancerre,Michel Thomas & Fils,3.9,190,13.57,2019
Rose,Shiraz Rosé 2018,South Africa,Western Cape,Two Oceans,3.2,193,4.9,2018
Rose,The Palm Whispering Angel Rosé 2019,France,Provence,Château d'Esclans,3.9,195,13.15,2019
Rose,Fantini Cerasuolo d'Abruzzo 2018,Italy,Abruzzo,Farnese,3.6,198,5.9,2018
Rose,Côtes-du-Rhône Rosé 2018,France,Côtes-du-Rhône,E. Guigal,3.6,207,13.04,2018
Rose,White Zinfandel 2018,United States,California,Woodbridge by Robert Mondavi,3.7,208,9.69,2018
Rose,Sancerre Les Baronnes Rosé 2018,France,Sancerre,Henri Bourgeois,3.8,215,17.95,2018
Rose,Rosé d'Anjou 2018,France,Rosé d'Anjou,Elysis,3.8,220,6.45,2018
Rose,Le Rosé 2019,France,Côtes du Roussillon,Château Saint-Roch,4.1,220,9.25,2019
Rose,The Rose Garden Rosé 2019,South Africa,Coastal Region,Boschendal,3.7,221,8.9,2019
Rose,Merlot Rosé (Unico) 2019,Italy,Abruzzo,Tenuta Ulisse,4,222,8.72,2019
Rose,Estate Cabernet Sauvignon Rosé 2016,Chile,Central Valley,Errazuriz,3.3,224,9.65,2016
Rose,Tavel 2016,France,Tavel,E. Guigal,3.6,225,15.5,2016
Rose,LaLomba Rosado 2017,Spain,Rioja,Ramón Bilbao,3.9,228,19.07,2017
Rose,Zinfandel Rosé 2018,Italy,Puglia,Epicuro,3.5,229,10.68,2018
Rose,Les Fumées Blanches Rosé 2019,France,Vin de France,François Lurton,3.6,230,7.89,2019
Rose,Tramari Rosé di Primitivo 2019,Italy,Puglia,San Marzano,3.9,238,6.92,2019
Rose,Studio 2019,France,Côtes de Provence,Miraval,3.6,239,10.86,2019
Rose,Argali Rosé 2019,France,Languedoc-Roussillon,Château Puech-Haut,4,239,15,2019
Rose,Pétale de Rosé 2017,France,Côtes de Provence,Château La Tour de l'Évêque,3.8,240,15.55,2017
Rose,Bardolino Chiaretto 2019,Italy,Bardolino,Cavalchina,3.7,240,8.11,2019
Rose,Etna Rosato 2018,Italy,Etna,Tenuta delle Terre Nere,3.9,240,15.5,2018
Rose,White Grenache 2018,United States,California,Gallo Family Vineyards,3.5,245,6.31,2018
Rose,Rosado 2019,Spain,Rioja,Muga,3.8,246,8.68,2019
Rose,Flor de Muga Rosado 2018,Spain,Rioja,Muga,4.1,250,23.9,2018
Rose,Château de Selle Rosé (Coeur de Grain) 2014,France,Côtes de Provence,Domaines Ott,4.2,256,28.9,2014
Rose,Albia Toscana Rosé 2018,Italy,Toscana,Ricasoli,3.6,261,7.9,2018
Rose,Aire de Protos Rosé 2018,Spain,Ribera del Duero,Protos,3.8,272,8.75,2018
Rose,Rosé et Or 2019,France,Côtes de Provence,Minuty,4.3,273,24.85,2019
Rose,Ribet Pink Syrah Rosé 2019,France,Pays d'Oc,Arrogant Frog,3.7,280,6.53,2019
Rose,Primitivo Rosato 2019,Italy,Puglia,Doppio Passo,3.9,284,6.2,2019
Rose,Cabernet Sauvignon Rosé 2019,South Africa,Stellenbosch,Mulderbosch,3.6,284,8.45,2019
Rose,Pinot Rosé 2016,New Zealand,Marlborough,The Ned,3.7,311,12.9,2016
Rose,Rosé 2019,France,Vin de France,La Vieille Ferme,3.5,317,6.86,2019
Rose,Rosé 2019,France,Côtes de Thongue,Domaine Montrose,3.8,327,8.99,2019
Rose,Sofia Rosé 2018,United States,Monterey County,Francis Ford Coppola,3.9,338,22.9,2018
Rose,Summer In A Bottle Rosé 2019,United States,Long Island,Wölffer Estate,4.1,341,24.9,2019
Rose,Pinot Grigio Ramato 2018,Italy,Friuli-Venezia Giulia,Attems,3.8,346,11.9,2018
Rose,Cipresseto Rosato Toscana 2018,Italy,Toscana,Santa Cristina,3.7,350,9.99,2018
Rose,Pinot Rosé 2017,New Zealand,Marlborough,The Ned,3.7,357,12.9,2017
Rose,Cherub (Syrah) Rosé 2016,Chile,Colchagua Valley,Montes,3.6,366,10.69,2016
Rose,Rosamara (Valtenesi Chiaretto) 2018,Italy,Lombardia,Costaripa,3.8,371,13.4,2018
Rose,Rosado 2018,Spain,Rioja Alavesa,El Coto,3.3,378,4.99,2018
Rose,Rosado 2017,Spain,Navarra,Gran Feudo,3.3,387,7.5,2017
Rose,Bone Dry Rosé 2018,Germany,Pfalz,Reichsrat von Buhl,3.6,410,9.5,2018
Rose,Fleur de Mer Rosé 2019,France,Côtes de Provence,Les Maitres Vignerons de la Presqu'ile de Saint-Tropez,4.1,415,8.6,2019
Rose,Tibouren Tradition Rosé 2017,France,Côtes de Provence,Clos Cibonne,4.1,416,16.9,2017
Rose,Quelías Rosé 2019,Spain,Cigales,Sinforiano,4,416,8.72,2019
Rose,Miraflors Rosé 2019,France,Côtes du Roussillon,Domaine Lafage,4,419,10.31,2019
Rose,Côtes de Provence Spéciale Rosé 2017,France,Côtes de Provence,Château Montaud,3.6,419,18,2017
Rose,By.Ott Rosé 2019,France,Côtes de Provence,Domaines Ott,3.9,424,16.47,2019
Rose,Cabernet Sauvignon Rosé 2018,South Africa,Stellenbosch,Mulderbosch,3.6,443,8.67,2018
Rose,Sauvignon Blanc Blush 2019,New Zealand,Marlborough,Silver Moki,4.1,452,7.95,2019
Rose,Château Romassan Rosé (Coeur de Grain) 2018,France,Bandol,Domaines Ott,4.2,454,28.9,2018
Rose,Alghero Rosato 2018,Italy,Alghero,Sella & Mosca,3.4,456,8.44,2018
Rose,Rioja Rosado 2018,Spain,Rioja,Marqués de Cáceres,3.4,459,6.49,2018
Rose,Freeda Rosé Trevenezie 2018,Italy,delle Venezie,Cecilia Beretta,3.8,487,11.48,2018
Rose,Tavel Rosé 2018,France,Tavel,Château d'Aqueria,3.7,493,14.92,2018
Rose,Negroamaro Salento Calafuria Rosato 2019,Italy,Salento,Tormaresca,4,517,9.7,2019
Rose,Rosé 2018,United States,Yakima Valley,Chateau Ste. Michelle,3.6,532,11.15,2018
Rose,Band of Roses Rosé 2018,United States,Washington,Charles Smith,3.6,539,12.57,2018
Rose,Rosado 2018,Spain,Rioja,Marqués de Riscal,3.6,546,8.78,2018
Rose,Rosé 2018,France,Pays d'Oc,L'Ostal Cazes,3.7,553,14.54,2018
Rose,Rosado 2018,Spain,Rioja,Cune (CVNE),3.6,579,5.45,2018
Rose,Rosé 2018,United States,California,Dark Horse,3.4,592,6.31,2018
Rose,Rosé 2018,France,Côtes de Thongue,Domaine Montrose,3.8,613,8.72,2018
Rose,Rosé de Purcari 2018,Moldova,South Eastern,Château Purcari,4.2,615,10.98,2018
Rose,White Zinfandel 2018,United States,California,Gallo Family Vineyards,3.6,626,6.05,2018
Rose,Côtes de Provence Rosé 2019,France,Côtes de Provence,Miraval,3.9,633,15.88,2019
Rose,Rock Angel Rosé 2018,France,Côtes de Provence,Château d'Esclans,4.2,640,29.9,2018
Rose,Cabernet Sauvignon Rosé 2017,South Africa,Stellenbosch,Mulderbosch,3.6,646,9.5,2017
Rose,Lambrusco Emilia Rosé N.V.,Italy,Emilia,Riunite,4,669,3.67,N.V.
Rose,Rosa dei Frati Riviera del Garda Classico Rosé 2018,Italy,Lombardia,Cà dei Frati,4,692,13.99,2018
Rose,Prestige Rosé 2019,France,Côtes de Provence,Minuty,4,700,17.85,2019
Rose,Gris Blanc 2019,France,Pays d'Oc,Gérard Bertrand,3.9,758,9.37,2019
Rose,Viña Esmeralda Rosado 2018,Spain,Catalunya,Torres,3.9,776,7.79,2018
Rose,De Casta Rosado 2018,Spain,Catalunya,Torres,3.5,792,5.9,2018
Rose,Prosa Rosé 2019,Austria,Burgenland,Meinklang,4,808,8.5,2019
Rose,Rioja Rosado 2018,Spain,Rioja,Ramón Bilbao,3.8,838,10.95,2018
Rose,Rosado 2017,Spain,Rioja,Muga,3.7,861,10.71,2017
Rose,Alìe Rosé Toscana 2017,Italy,Toscana,Tenuta Ammiraglia,3.9,1065,28.27,2017
Rose,The Palm Whispering Angel Rosé 2018,France,Provence,Château d'Esclans,3.9,1066,15.84,2018
Rose,Rosé 2019,France,Coteaux d'Aix-en-Provence,AIX,4,1078,13.9,2019
Rose,Rosa dei Frati Riviera del Garda Classico Rosé 2019,Italy,Lombardia,Cà dei Frati,4.1,1137,11.2,2019
Rose,Côte des Roses Rosé 2019,France,Languedoc,Gérard Bertrand,3.9,1750,9.36,2019
Rose,M Rosé 2019,France,Côtes de Provence,Minuty,4,2046,12.85,2019
Rose,Whispering Angel Rosé 2019,France,Côtes de Provence,Château d'Esclans,4.2,2990,16.47,2019
Rose,Vinho Verde Rosé N.V.,Portugal,Vinho Verde,Casal Garcia,3.5,9493,4.35,N.V.
Rose,The Original Rosé N.V.,Portugal,Douro,Mateus,3.6,29531,5.99,N.V.
Red,Pomerol 2011,France,Pomerol,Château La Providence,4.2,100,95,2011
Red,Lirac 2017,France,Lirac,Château Mont-Redon,4.3,100,15.5,2017
Red,Erta e China Rosso di Toscana 2015,Italy,Toscana,Renzo Masi,3.9,100,7.45,2015
Red,Bardolino 2019,Italy,Bardolino,Cavalchina,3.5,100,8.72,2019
Red,Ried Scheibner Pinot Noir 2016,Austria,Carnuntum,Markowitsch,3.9,100,29.15,2016
Red,Gigondas (Nobles Terrasses) 2017,France,Gigondas,Vieux Clocher,3.7,100,19.9,2017
Red,Marion's Vineyard Pinot Noir 2016,New Zealand,Wairarapa,Schubert,4,100,43.87,2016
Red,Red Blend 2014,Chile,Itata Valley,Viña La Causa,3.9,100,17.52,2014
Red,Chianti 2015,Italy,Chianti,Castello Montaùto,3.6,100,10.75,2015
Red,Tradition 2014,France,Minervois,Domaine des Aires Hautes,3.5,100,6.9,2014
Red,Chianti Riserva 2013,Italy,Chianti,Poggiotondo,3.9,100,20.95,2013
Red,Descendant 2016,Australia,Barossa,Torbreck,4.3,100,140.64,2016
Red,Les Obriers de la Peira Terrasses du Larzac 2017,France,Terrasses du Larzac,La Pèira en Damaisèla,4.1,100,14.52,2017
Red,Zenas Primitivo 2018,Italy,Puglia,La Bollina,3.6,100,9.26,2018
Red,Cuvée Confidence Côtes du Rhône Rouge 2017,France,Côtes-du-Rhône,Domaine Fond Croze,3.7,100,8.49,2017
Red,Shiraz 2018,Australia,South Eastern Australia,Barramundi,3.2,100,6.5,2018
Red,Proprietor's Blend 2016,South Africa,Stellenbosch,Ernie Els,4.2,100,29.09,2016
Red,La Bienquerida 2016,Spain,Bierzo,Losada,4.3,100,41.58,2016
Red,Cabernet Sauvignon 2015,United States,California,Hacienda,3.8,100,7.95,2015
Red,Fulgeo Negroamaro Salento 2016,Italy,Salento,San Donaci,4,100,12.9,2016
Red,Contraste Tinto 2015,Portugal,Douro,Conceito,3.4,100,9.9,2015
Red,Steiner 2013,Hungary,Sopron,Weninger,3.7,100,24.5,2013
Red,Old Vines Primitivo 2015,Italy,Puglia,Azienda Agricola Morella,4.2,100,38.7,2015
Red,Virtus Tannat 2013,Brazil,Serra Gaúcha,Monte Paschoal,2.9,100,6.77,2013
Red,Kallista 2015,South Africa,Stellenbosch,Vriesenhof,4.3,100,26.25,2015
Red,Badia a Passignano Gran Selezione Chianti Classico 2016,Italy,Chianti Classico,Antinori,4.2,1000,39.9,2016
Red,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012,France,Saint-Émilion Grand Cru,Château Figeac,4.4,1000,174.49,2012
Red,Carlo V Il Rosso dell'Imperatore 2013,Italy,Veneto,Colli Vicentini,3.7,1000,15.9,2013
Red,Pinot Noir 2016,United States,Monterey,District 7,3.6,1001,15.98,2016
Red,Marquis de Calon Saint-Estèphe 2015,France,Saint-Estèphe,Château Calon-Ségur,3.9,1001,43.28,2015
Red,Hécula Monastrell 2017,Spain,Yecla,Castaño,3.3,1004,8.83,2017
Red,Berola 2015,Spain,Campo de Borja,Borsao,3.9,1006,14.52,2015
Red,Saint-Julien (Grand Cru Classé) 2010,France,Saint-Julien,Château Léoville Poyferré,4.4,1008,189,2010
Red,Pinot Noir Bourgogne 2017,France,Bourgogne,Faiveley,3.7,1009,15.9,2017
Red,Vigna del Noce Barbera d'Asti 2007,Italy,Barbera d'Asti,Trinchero,4.1,101,76.9,2007
Red,I Tratturi Rosso 2017,Italy,Salento,San Marzano,3.8,101,7.04,2017
Red,Château Pilet Bordeaux 2017,France,Bordeaux,J.Queyrens & Fils,3.6,101,6.5,2017
Red,Sancerre Rouge 2015,France,Sancerre,Comte Lafond,4.2,101,37.34,2015
Red,Shiraz 2016,Australia,McLaren Vale,Food Truck,3.5,101,8.67,2016
Red,Ro-Rée Saint-Joseph 2018,France,Saint-Joseph,Louis Chèze,4.2,101,24.37,2018
Red,Cabernet Sauvignon 2015,South Africa,Stellenbosch,Big Flower,4,101,16.5,2015
Red,Cuvée Alienor Fronsac 2015,France,Fronsac,Château Mayne-Vieil,3.7,101,16.47,2015
Red,Sabbie di Sopra al Bosco 2014,Italy,Terre del Volturno,Nanni Copé,3.8,101,31.96,2014
Red,Roma Rosso 2018,Italy,Lazio,Poggio le Volpi,4,101,9.95,2018
Red,Garnacha de Arrayán 2014,Spain,Castilla y León,Arrayán,3.7,101,21.9,2014
Red,Cabernet Sauvignon 2018,Chile,Central Valley,Valdivieso,3.3,101,7.6,2018
Red,Terrenus Vinhas Velhas Reserva 2013,Portugal,Alentejano,Rui Reguinga,4.1,101,27.95,2013
Red,Fronsac 2005,France,Fronsac,Château Villars,3.8,101,25.95,2005
Red,Cuvée Charles de Batz Madiran 2014,France,Madiran,Domaine Berthoumieu,3.7,101,14.09,2014
Red,Stony Terrace Cabernet Sauvignon 2016,United States,Napa Valley,Rutherford Wine Company,3.8,101,18.03,2016
Red,12 e Mezzo Puglia Primitivo Organic Wine 2016,Italy,Puglia,Varvaglione,3.9,101,9.4,2016
Red,El Abuelo Selección Edición Limitada 2013,Spain,Almansa,Bodegas Piqueras,4.2,101,10.95,2013
Red,Sangre de Toro Special Selection 2017,Spain,Catalunya,Torres,3.6,101,8.9,2017
Red,Château Paul Mas Coteaux du Languedoc Clos des Mures 2018,France,Languedoc,Paul Mas,3.8,101,11.05,2018
Red,Merlot 2018,France,Pays d'Oc,Les Jamelles,3.6,101,5.36,2018
Red,Roscaleto Barbera d'Alba 2015,Italy,Barbera d'Alba,Enzo Boglietti,3.9,101,31.18,2015
Red,Barolo Cannubi 2014,Italy,Barolo,Giacomo Fenocchio,4,101,39.9,2014
Red,Pauillac (Premier Grand Cru Classé) 2017,France,Pauillac,Château Mouton Rothschild,4.6,101,633.62,2017
Red,Cabernet Sauvignon 2014,United States,Washington,Stimson Estate Cellars,3.3,101,8.29,2014
Red,Côte-Rôtie Le Gallet Blanc 2017,France,Côte-Rôtie,Francois Villard,4.4,101,48,2017
Red,Capatosta 2015,Italy,Toscana,Poggio Argentiera,3.8,101,19.9,2015
Red,Constance Madiran 2015,France,Madiran,Domaine Berthoumieu,3.8,101,9.5,2015
Red,Oak Cask Malbec 2019,Argentina,Mendoza,Trapiche,3.7,1010,7.36,2019
Red,Amancaya Malbec - Cabernet Sauvignon 2017,Argentina,Mendoza,Caro (Catena and Rothschild),4,1010,16.8,2017
Red,Laccento Ruché di Castagnole Monferrato 2017,Italy,Ruchè,Montalbera,4,1012,19.9,2017
Red,San Leonardo 2011,Italy,Vigneti delle Dolomiti,San Leonardo,4.3,1012,48.64,2011
Red,Fausto Tannat 2015,Brazil,Serra Gaúcha,Pizzato,3.6,1012,11.35,2015
Red,Pauillac (Grand Cru Classé) 2007,France,Pauillac,Château Pichon Baron,4.4,1014,119,2007
Red,Disciples 2016,United States,Napa Valley,The Crane Assembly,4.3,1014,53.61,2016
Red,Zinfandel 2015,United States,Mendocino County,Bonterra,3.6,1015,16.75,2015
Red,Margaux 2010,France,Margaux,Château Labégorce,4,1016,40.95,2010
Red,La Luna e i Falò Barbera d'Asti Superiore 2015,Italy,Barbera d'Asti,Vite Colte,3.8,1016,11.49,2015
Red,Ribera del Duero 2015,Spain,Ribera del Duero,Garmón,4.2,1017,38.8,2015
Red,Les Jardins Rouge 2018,France,Faugères,Saint Antonin,3.8,102,7.95,2018
Red,Nero d'Avola - Syrah 2018,Italy,Terre Siciliane,Roccaperciata,3.7,102,4.75,2018
Red,La Bienquerida 2013,Spain,Bierzo,Losada,4.1,102,35.97,2013
Red,Bonera 2018,Italy,Terre Siciliane,Mandrarossa,3.7,102,9.5,2018
Red,Noi 4 Bolgheri 2016,Italy,Bolgheri,Tenuta dei Sette Cieli,4,102,23.5,2016
Red,Pinot Noir 2016,New Zealand,Marlborough,Clos Henri Vineyard,3.9,102,27.78,2016
Red,Saint-Émilion Grand Cru 2005,France,Saint-Émilion Grand Cru,Château Grand Barrail Lamarzelle Figeac,3.9,102,39.95,2005
Red,Gran Selección Tempranillo 2017,Spain,Castilla,Viña San Juan,3.4,102,6.75,2017
Red,Syrah 2017,South Africa,Paarl,Glen Carlou,3.9,102,18.25,2017
Red,Zweigelt 2017,Austria,Burgenland,Judith Beck,3.9,102,10.6,2017
Red,Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château Vieux Clos St. Emilion,4.1,102,23.09,2015
Red,Listán Negro 2017,Spain,Lanzarote,Bermejo,3.6,102,17.95,2017
Red,Viile Metamorfosis Merlot 2015,Romania,Dealu Mare,Vitis Metamorfosis,3.5,102,7.5,2015
Red,Merlot - Cabernet Sauvignon - Petit Verdot 2014,South Africa,Walker Bay,Creation,3.9,102,12.48,2014
Red,RWT Shiraz 2017,Australia,Barossa Valley,Penfolds,4.4,102,229,2017
Red,Fronton 2018,France,Fronton,Château Bellevue La Forét,3.5,102,6.95,2018
Red,Costers Del Gravet Montsant 2013,Spain,Montsant,Capçanes,3.7,102,13.95,2013
Red,Merlot 2018,Italy,Terre Siciliane,Cusumano,3.4,102,7.9,2018
Red,Pinot Noir 2015,Austria,Burgenland,Paul Achs,3.7,102,33.05,2015
Red,Coume de l'Olla Rouge 2019,France,Vin de France,Matassa,4.1,102,16.96,2019
Red,Schwarzer 2017,Germany,Pfalz,Weingut Metzger,3.6,102,13.15,2017
Red,Haut-Médoc 2015,France,Haut-Médoc,Château Beaumont,3.8,1020,17.36,2015
Red,Bourgogne Pinot Noir (La Vignée) 2015,France,Bourgogne,Bouchard Père & Fils,3.6,1020,17.59,2015
Red,Pinot Noir 2017,South Africa,Hemel-en-Aarde Valley,Hamilton Russell Vineyards,4.2,1022,49.09,2017
Red,Zinfandel 2016,United States,California,Geyser Peak,3.7,1023,10.9,2016
Red,Valpolicella Ripasso Classico Superiore 2017,Italy,Valpolicella Ripasso Classico,Bolla,3.7,1024,15.5,2017
Red,Rosso di Montalcino 2015,Italy,Rosso di Montalcino,Castiglion del Bosco,3.9,1025,26.5,2015
Red,Ripanço Private Selection Alentejano 2016,Portugal,Alentejano,José Maria da Fonseca,3.7,1026,8.6,2016
Red,Riserva Cannonau di Sardegna 2017,Italy,Cannonau di Sardegna,Sella & Mosca,3.8,1027,10.66,2017
Red,60 Sessantanni Old Vines Primitivo di Manduria 2016,Italy,Primitivo di Manduria,San Marzano,4.4,1028,17.24,2016
Red,Kith & Kin Cabernet Sauvignon 2017,United States,Napa Valley,Round Pond Estate,4.2,1028,38.5,2017
Red,Zinfandel 2017,United States,California,Rombauer Vineyards,4.3,1029,34.12,2017
Red,Cerro Añon Rioja Gran Reserva 2011,Spain,Rioja,Bodegas Olarra,4.1,103,14.65,2011
Red,Bush Vine GSM (Shiraz - Grenache - Mourvedre) 2013,Australia,McLaren Vale,Geoff Merrill,4,103,14.57,2013
Red,Plaer Vinyes Velles 2016,Spain,Priorat,Acustic Celler,4.1,103,26.18,2016
Red,Cabernet - Shiraz 2016,Spain,La Mancha,Añoranza,3.4,103,3.95,2016
Red,Saint-Émilion Grand Cru 2014,France,Saint-Émilion Grand Cru,Château La Confession,3.9,103,26.9,2014
Red,Comte de Sénéjac Haut-Médoc 2011,France,Haut-Médoc,Château Sénéjac,3.7,103,16.83,2011
Red,Gran Masetto Teroldego 2014,Italy,Trentino,Endrizzi,4.4,103,39.9,2014
Red,Barolo Mariondino 2015,Italy,Barolo,Parusso,4.1,103,39.9,2015
Red,Crianza 2016,Spain,Rioja,Berceo,3.6,103,9.9,2016
Red,Apogee Pepper Bridge Vineyard 2013,United States,Walla Walla Valley,L'Ecole No 41,4.1,103,46.9,2013
Red,Gamma Red Blend 2018,Spain,Navarra,Bodegas Piedemonte,3.4,103,6.15,2018
Red,Peyres Nobles Rouge 2018,France,Corbières,Château Camplong,4,103,6.5,2018
Red,Lemartine Toscana 2015,Italy,Toscana,Poggio Antico,4.1,103,29.67,2015
Red,Organic Cabernet 2018,Australia,South Australia,Farm Hand,3.7,103,7.79,2018
Red,Pomerol 1999,France,Pomerol,Château Nénin,4.1,103,240,1999
Red,Malterdinger Alte Reben Spätburgunder 2016,Germany,Baden,Bernhard Huber,4.1,103,38.69,2016
Red,Cabernet Franc 2012,South Africa,Franschhoek,Anthonij Rupert,4.2,103,59.95,2012
Red,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2002,France,Saint-Émilion Grand Cru,Château Valandraud,4.4,103,193.02,2002
Red,Bramare Rebon Vineyard Malbec 2017,Argentina,Mendoza,Viña Cobos,4.6,103,75.07,2017
Red,Merlot Reserva 2008,Brazil,Vale dos Vinhedos,Pizzato,3.2,103,15.9,2008
Red,Brunello di Montalcino Pianrosso 2015,Italy,Brunello di Montalcino,Ciacci Piccolomini d'Aragona,4.4,103,66.29,2015
Red,François de Tournon Saint-Joseph 2016,France,Saint-Joseph,Delas,3.9,103,29.15,2016
Red,Estibals Minervois 2018,France,Minervois,L'Ostal Cazes,3.6,103,10.99,2018
Red,Barbera - Garnacha 2017,Chile,Maule Valley,Erasmo,3.5,103,12.62,2017
Red,Roi des Lézards 2014,France,Côtes Catalanes,Domaine Les Enfants Sauvages,3.9,103,19.4,2014
Red,One Point Five Cabernet Sauvignon 2016,United States,Stags Leap District,Shafer,4.5,1030,120.01,2016
Red,Barbaresco 2013,Italy,Barbaresco,Gaja,4.4,1030,199.9,2013
Red,Saint-Julien (Grand Cru Classé) 2006,France,Saint-Julien,Château Branaire-Ducru,3.9,1030,59.54,2006
Red,Médoc 2012,France,Médoc,Château Potensac,3.8,1033,39.69,2012
Red,Pieve Santa Restituta Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Gaja,4.3,1035,59.9,2014
Red,Gran Maestro Primitivo di Manduria 2017,Italy,Primitivo di Manduria,Maestro Italiano,4.1,1036,9.75,2017
Red,Saint-Julien (Grand Cru Classé) 2011,France,Saint-Julien,Château Léoville Barton,4.2,1037,87.24,2011
Red,Inferno (Aged in Whiskey Barrels - Limited Release) 2017,United States,California,Apothic,3.8,1037,14.56,2017
Red,Pessac-Léognan (Grand Cru Classé de Graves) 2007,France,Pessac-Léognan,Château Pape Clément,4.3,1037,161.1,2007
Red,Faithful Hound Red 2015,South Africa,Stellenbosch,Mulderbosch,4,1038,14.9,2015
Red,Serego Alighieri Vaio Armaron Amarone della Valpolicella Classico 2012,Italy,Amarone della Valpolicella,Masi,4.3,1039,69,2012
Red,Rosso di Montalcino 2018,Italy,Rosso di Montalcino,Talenti,3.7,104,14.43,2018
Red,Chianti 2017,Italy,Chianti,Sammontana,3.7,104,8.9,2017
Red,Azul 2015,Spain,Ribera del Queiles,Guelbenzu,3.8,104,6.99,2015
Red,Sanct Valentin Riserva Pinot Noir 2017,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.1,104,33.2,2017
Red,Mas Collet Barrica 2009,Spain,Montsant,Capçanes,3.5,104,21.91,2009
Red,Valpolicella Ripasso Classico Superiore 2016,Italy,Valpolicella Ripasso Classico,Paolo Cottini,4,104,16.9,2016
Red,Toscana Poggio Ai Merli 2016,Italy,Toscana,Castellare,4.3,104,69,2016
Red,Viña Aljibes Red Blend 2016,Spain,Castilla,Finca Los Aljibes,3.4,104,8.2,2016
